Очередь;Метка по КС;Идентификатор канала;Тип канала;Субъект Федерации;Район;Населенный пункт;PTP IP Prefix;AS Мегафон;Сети для для ССК    Z1.0/24;net Z1;Сеть LAN;граничный сегмент;Мнемокод X;номер Y;Полосность;Контроллер ССК;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Контроллер Ураган;Контроллер Ураган;Контроллер SICK;Контроллер SICK;iNode;ИБП;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK
IV;466;;основной;Алтайский край;Поспелихинский р-н;Борок;10.0.165.20/30;50928;;10.165.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;467;;основной;Алтайский край;Рубцовский р-н;Захарово;10.0.165.24/30;50928;;10.165.36.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;370;;основной;Красноярский край;Ермаковский р-н;Танзыбей;10.0.167.36/30;50928;;10.167.39.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;371;;основной;Красноярский край;Пий-Хемский р-н;Шивилиг;10.0.167.40/30;50928;;10.167.40.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;134;;основной;Курганская обл.;Шумихинский р-н;Шумиха;10.0.112.0/30;29648;;10.112.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;135;;основной;Курганская обл.;Кетовский р-н;Большое Чаусово (Курган);10.0.112.4/30;29648;;10.112.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;136;;основной;Курганская обл.;Курган г.о.;Курган;10.0.112.8/30;29648;;10.112.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;137;;основной;Курганская обл.;Макушинский р-н;Макушино;10.0.112.12/30;29648;;10.112.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;436;;основной;Курганская обл.;Далматовский р-н;Далматово;10.0.112.16/30;29648;;10.112.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;437;;основной;Курганская обл.;Курган г.о.;Курган;10.0.112.20/30;29648;;10.112.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;415;;основной;Ставропольский край; Минеральные Воды;"Левокумка
";10.0.2.20/30;31163;;10.2.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;417;;основной;Ставропольский край;Будённовск ;"Покойное	";10.0.2.24/30;31163;;10.2.36.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;"425	";;основной;Оренбургская область;Октябрьский р-н;"	Новоникитино	";10.0.58.28/30;65501;;10.58.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;261;;основной;Челябинская обл.;Троицк;"	Троицк	
";10.0.118.16/30;29648;;10.118.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;"151	";;основной;Новосибирская область;Черепановский р-н;"	Безменово	";10.0.164.0/30;50928;;10.164.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;284;КС 284 Р;резервный;Ленинградская обл.;Ломоносовский р-н;Черемыкино;10.0.91.120/30;20632;10.91.50.;10.91.50.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;170;КС 170 Р;резервный;Московская обл.;Пушкинский р-н;Останкино;10.0.50.248/30;25159;;10.77.58.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;186;КС 186 Р;резервный;Московская обл.;Ступинский р-н;Дубнево;10.0.50.252/30;25159;;10.77.52.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;301;КС 301 Р;резервный;Орловская обл.;Троснянский р-н;Ильино-Нагорный;10.0.73.40/30;65094;;10.73.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;283;КС 283 Р;резервный;Ленинградская обл.;Ломоносовский р-н;н.п. Гостилицы;10.0.91.116/30;20632;;10.91.40.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;14;КС 14 Р;резервный;Белгородская обл.;Белгородский р-н;Красное (Белгород);10.0.64.4/30;31163;;10.64.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;81;КС 81 Р;резервный;Псковская обл.;Себежский р-н;Идрица;10.0.90.68/30;31213;;10.90.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IV;195;КС 195 Р;резервный;Брянская обл.;Унечский р-н;Найтоповичи;10.0.65.24/30;65094;;10.65.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;201;;Основной;Забайкальский край;Читинский р-н;Чита;10.0.166.0/30;65494;;10.166.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;205;;Основной;Забайкальский край;Читинский р-н;Чита;10.0.166.4/30;65494;;10.166.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;202;;Основной;Забайкальский край;Чита г.о.;Чита (север);10.0.166.8/30;65494;;10.166.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;433;;Основной;Свердловская область;Камышловский р-н;Октябрьский;10.0.116.0/30;29648;;10.116.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;318;;Основной;Карачаево-Черкесская Республика;Карачаевский р-н;Джингирик;10.0.9.0/30;31163;;10.9.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;131;;Основной;Республика Дагестан;Буйнакский р-н;Ватан;10.0.5.0/30;31163;;10.5.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;132;;Основной;Республика Дагестан;Магарамкентский р-н;Яраг-Казмаляр;10.0.5.4/30;31163;;10.5.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;389;;Основной;Республика Дагестан;Кизлярский р-н;Кузнецовское;10.0.5.8/30;31163;;10.5.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;390;;Основной;Республика Дагестан;Бабаюртовский р-н;Бабаюрт;10.0.5.12/30;31163;;10.5.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;319;;Основной;Карачаево-Черкесская Республика;Прикубанский р-н;Черкесск;10.0.9.4/30;31163;;10.9.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;316;;Основной;Ставропольский край;Апанасенковский р-н;Дивное (8 км.);10.0.2.28/30;31163;;10.2.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;317;;Основной;Карачаево-Черкесская Республика;Черкесск г.о.;Черкесск (юг);10.0.9.8/30;31163;;10.9.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;323;;Основной;Ставропольский край;Предгорный р-н;Подкумок;10.0.2.32/30;31163;;10.2.38.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;156;;Основной;Кемеровская область;Мариинский р-н;Первомайский;10.0.169.0/30;50928;;10.169.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;142;;Основной;Новосибирская область;Коченёвский р-н;Севастьяновка;10.0.164.4/30;50928;;10.164.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;138;;Основной;Омская область;Исилькульский р-н;Исилькуль;10.0.170.0/30;50928;;10.170.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;139;;Основной;Омская область;Марьяновский р-н;Новая Шараповка;10.0.170.4/30;50928;;10.170.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;264;;Основной;Омская область;Омский р-н;Иртышский (Омск);10.0.170.8/30;50928;;10.170.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;444;;Основной;Омская область;Крутинский р-н;Крутинка;10.0.170.12/30;50928;;10.170.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;155;;Основной;Новосибирская область;Новосибирск;Новосибирск (север, 3 км.);10.0.164.8/30;50928;;10.164.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;445;;Основной;Омская область;Любинский р-н;Красный Яр;10.0.170.16/30;50928;;10.170.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;266;;Основной;Московская область;Дмитровский р-н;Жестылево;10.0.77.0/30;25159;;10.77.62.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;6;;Основной;Московская область;Чеховский р-н;Еськино;10.0.77.4/30;25159;;10.77.63.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;15;;Основной;Московская область;Люберецкий р-н;Мирный;10.0.77.8/30;25159;;10.77.64.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;168;;Основной;Московская область;Солнечногорский р-н;Хоругвино;10.0.77.12/30;25159;;10.77.65.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;179;;Основной;Московская область;Раменский р-н;Кошерово;10.0.77.16/30;25159;;10.77.66.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;187;;Основной;Московская область;Серпуховский р-н;Родионовка;10.0.77.20/30;25159;;10.77.67.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;7;;Основной;Московская область;Серпуховский р-н;Карпова Поляна - Банино;10.0.77.24/30;25159;;10.77.68.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;70;;Основной;Калининградская область;Неманский р-н;Советск;10.0.86.48/30;31213;;10.86.38.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;68;;Основной;Калининградская область;Гурьевский р-н;Сосновка;10.0.86.52/30;31213;;10.86.39.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;200;;Основной;Забайкальский край;Читинский р-н;"Лесной Городок (51.744831;113.068334)";10.0.166.12/30;65494;;10.166.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;203;;Основной;Забайкальский край;Забайкальский р-н;Забайкальск, Чихортуй;10.0.166.16/30;65494;;10.166.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;206;;Основной;Забайкальский край;Шилкинский р-н;"Богомягково (52.034261;115.908659)";10.0.166.20/30;65494;;10.166.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;331;;Основной;Забайкальский край;Чита г.о.;"Чита (юго-восток) (51.980411;113.605467)";10.0.166.24/30;65494;;10.166.36.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;332;;Основной;Забайкальский край;Агинское г.о.;"Агинское (51.122682;114.413637)";10.0.166.28/30;65494;;10.166.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;333;;Основной;Забайкальский край;Борзя;"Борзя (50.992213;115.431696)";10.0.166.32/30;65494;;10.166.38.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;153;;Основной;Кемеровская область;Юргинский р-н;"Поперечное (55.519752;84.921331)";10.0.169.4/30;50928;;10.169.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;154;;Основной;Кемеровская область;Кемерово;"Кемерово (55.4844537;86.131783)";10.0.169.8/30;50928;;10.169.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;143;;Основной;Новосибирская область;Новосибирск;"Новосибирск (Обь, запад, 6 км.) (55.001727;82.624465)";10.0.164.12/30;50928;;10.164.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;144;;Основной;Новосибирская область;Новосибирск;"Новосибирск (Бердск, юг, 7 км.) (54.802259;83.086348)";10.0.164.16/30;50928;;10.164.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;152;;Основной;Новосибирская область;Мошковский р-н;"Мошково (3 км.) (55.260567;83.506026)";10.0.164.20/30;50928;;10.164.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;140;;Основной;Омская область;Калачинский р-н;"Ивановка (55.112764;75.262161)";10.0.170.20/30;50928;;10.170.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;263;;Основной;Омская область;Черлакский р-н;"Черлак (54.173049;74.775181)";10.0.170.24/30;50928;;10.170.36.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;27;;Основной;Свердловская область;Екатеринбург;"Екатеринбург (юг) (56.628859;60.814602)";10.0.116.4/30;29648;;10.116.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;435;;Основной;Свердловская область;Белоярский г.о.;"Большебрусянское (56.472682;61.657375)";10.0.116.8/30;29648;;10.116.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;439;;Основной;Челябинская область;Каслинский р-н;"Знаменка (56.107157;60.903720)";10.0.118.20/30;29648;;10.118.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;473;;Основной;Свердловская область;Талицкий г.о.;"Горбуновское (Троицкий, 6 км.) (57.073437;63.600875)";10.0.116.12/30;29648;;10.116.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;408;;Основной;Пермский край;Кунгур;"Кунгур (1 км.) (57.311169;56.974659)";10.0.56.0/30;29648;;10.56.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;429;;Основной;Пермский край;Нытвенский р-н;"Сергино (58.035110;55.198853)";10.0.56.4/30;29648;;10.56.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;461;;Основной;Пермский край;Очерский р-н;"Верхняя Талица (57.892280;54.938861)";10.0.56.8/30;29648;;10.56.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;434;;Основной;Тюменская область;Тюменский р-н;"Успенка (Тюмень, 20 км.) (57.090471;65.052101)";10.0.113.0/30;29648;;10.113.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;443;;Основной;Тюменская область;Ишимский р-н;"Ишим (3 км.) (56.154297;69.462248)";10.0.113.4/30;29648;;10.113.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;446;;Основной;Тюменская область;Абатский р-н;"Абатское (2 км.) (56.276350;70.494286)";10.0.113.8/30;29648;;10.113.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;447;;Основной;Тюменская область;Тюмень;"Яр (57.169768;65.698305)";10.0.113.12/30;29648;;10.113.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;448;;Основной;Тюменская область;Тобольский р-н;"Байкалово (57.767108;67.668714)";10.0.113.16/30;29648;;10.113.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;454;;Основной;Тюменская область;Уватский р-н;"Туртас (58.8270743;68.9679961)";10.0.113.20/30;29648;;10.113.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;470;;Основной;Тюменская область;Заводоуковский г.о.;"Речной (56.518582;66.643829)";10.0.113.24/30;29648;;10.113.36.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;471;;Основной;Тюменская область;Тобольск;"Тобольск (58.2998923;68.3189513)";10.0.113.28/30;29648;;10.113.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;472;;Основной;Ханты - Мансийский АО;Нефтеюганский р-н;"Салым (60.069274;71.463594)";10.0.114.0/30;29648;;10.114.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;411;;Основной;Свердловская область;Екатеринбург;"Екатеринбург (запад) (56.825544;60.475557)";10.0.116.16/30;29648;;10.116.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;432;;Основной;Свердловская область;Екатеринбург;"Екатеринбург (юго-восток) (56.742924;60.999749)";10.0.116.20/30;29648;;10.116.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;410;;Основной;Свердловская область;Ревда г.о.;"Ревда (56.835479;60.289699)";10.0.116.24/30;29648;;10.116.36.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;450;;Основной;Ханты - Мансийский АО;Ханты-Мансийск;"Ханты-Мансийск (61.034775;69.164477)";10.0.114.4/30;29648;;10.114.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;451;;Основной;Ханты - Мансийский АО;Нефтеюганский р-н;"Сентябрьский (60.468717;72.346332)";10.0.114.8/30;29648;;10.114.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;452;;Основной;Ханты - Мансийский АО;Нефтеюганский р-н;"Нефтеюганск (север) (61.175451;72.850602)";10.0.114.12/30;29648;;10.114.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;453;;Основной;Ханты - Мансийский АО;Нефтеюганский р-н;"Нефтеюганск (юг) (60.981505;72.598171)";10.0.114.16/30;29648;;10.114.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;4;;Основной;Московская область;Ленинский р-н;"Битца (55.561399;37.604992)";10.0.77.28/30;25159;;10.77.69.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;5;;Основной;Московская область;Подольский р-н;"Новоселки (55.339901;37.5806856)";10.0.77.32/30;25159;;10.77.70.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;219;;Основной;Еврейская АО;Биробиджан г.о.;"Биробиджан (48.731390;133.140058)";10.0.103.12/30;65494;;10.103.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;330;;Основной;Республика Бурятия;Кяхта;"Кяхта (50.32999;106.481938)";10.0.161.0/30;65494;;10.161.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;199;;Основной;Республика Бурятия;Иволгинский р-н;"Улан-Удэ (51.893285;107.47836)";10.0.161.4/30;65494;;10.161.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;302;;Основной;Курская область;Хомутовский р-н;"Георгиевский (51.9300676;34.4993614)";10.0.71.16/30;65094;;10.71.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;431;;Основной;Свердловская область;Богданович г.о.;"Богданович (56.775524;61.983575)";10.0.116.28/30;29648;;10.116.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;442;;Основной;Тюменская область;Тюменский р-н;"Богандинский, Тюмень (19 км.) (56.908790;65.847654)";10.0.113.32/30;29648;;10.113.38.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;63;;Основной;Вологодская область;Верховажский р-н;"Верховажье (60.7309537;41.8949283)";10.0.85.36/30;20632;;10.85.39.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;111;;Основной;Самарская область;Сызранский р-н;"Новая Крымзы (53.211457;48.505718)";10.0.63.28/30;65501;;10.8.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;35;;Основной;Саратовская область;Балашовский р-н;"Старый Хопер (51.496814;42.973176)";10.0.60.28/30;65501;;10.60.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;304;;Основной;Воронежская область;Нижнедевицкий р-н;"Вязноватовка (51.572364;38.477792)";10.0.68.12/30;31163;;10.68.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;305;;Основной;Воронежская область;Нижнедевицкий р-н;"Верхнее Турово (51.594661;38.592939)";10.0.68.16/30;31163;;10.68.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;54;;Основной;Алтайский край;Бийский р-н;"Бийск (52.5854093;85.1708195)";10.0.165.28/30;50928;;10.165.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;55;;Основной;Алтайский край;Первомайский р-н;"Новоалтайск (53.3780652;84.0048991)";10.0.165.32/30;50928;;10.165.38.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;22;;Основной;Самарская область;Жигулёвск г.о.;"Жигулёвск (53.403486;49.473356)";10.0.63.32/30;65501;;10.8.38.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;398;;Основной;Република Татарстан;Чистопольский р-н;"Чистополь (55.323547;50.627852)";10.0.53.52/30;65501;;10.53.38.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;76;;Основной;Тверская область;Ржевский р-н;"Ржев (34.3559469;56.2194633)";10.0.4.12/30;31213;;10.4.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;90;;Основной;Новгородская область;Чудовский р-н;"Сябреницы (31.6148459;59.1442972)";10.0.89.8/30;31213;;10.89.31.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;88;;Основной;Новгородская область;Валдайский р-н;"Зимогорье (33.301854;57.9507981)";10.0.89.12/30;31213;;10.89.32.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;89;;Основной;Новгородская область;Крестецкий р-н;"Первомайское (31.9705006;58.3863029)";10.0.89.16/30;31213;;10.89.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;279;;Основной;Новгородская область;Шимский р-н;"Северная Поляна (58.2606747;30.8077863)";10.0.89.20/30;31213;;10.89.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;77;;Основной;Тверская область;Нелидовский р-н;"Новое Кутьево (32.759268;56.272997)";10.0.4.16/30;31213;;10.4.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;85;;Основной;Тверская область;Калининский р-н;"Заволжский, Тверь (северо-запад) (35.735767;56.891921)";10.0.4.20/30;31213;;10.4.34.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;87;;Основной;Тверская область;Вышневолоцкий р-н;"Красномайский (34.431294;57.633641)";10.0.4.24/30;31213;;10.4.35.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;130;;Основной;Омская область;Любинский р-н;"Дружино (55.1205192;73.0386229)";10.0.170.28/30;50928;;10.170.37.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;204;;Основной;Томская область;Томский р-н;"Черная речка (56.4036491;84.9123758)";10.0.171.0/24;50928;;10.171.30.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;4;;Резервный;Московская область;Ленинский р-н;"Битца (55.561399;37.604992)";10.0.77.36/30;25159;;10.77.69.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;5;;Резервный;Московская область;Подольский р-н;"Новоселки (55.339901;37.5806856)";10.0.77.40/30;25159;;10.77.70.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;15;;Резервный;Московская область;Люберецкий р-н;"Мирный (55.6245976;37.9546678)";10.0.77.44/30;25159;;10.77.64.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;179;;Резервный;Московская область;Раменский р-н;"Кошерово (55.634171;38.362120)";10.0.77.48/30;25159;;10.77.66.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;168;;Резервный;Московская область;Солнечногорский р-н;"Хоругвино (56.112688;37.210242)";10.0.77.52/30;25159;;10.77.65.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;102;;Основной;Ленинградская область;Всеволжский р-н;"Марьино (59.90685422;30.96703326)";10.0.91.124/30;20632;;10.91.39.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;407;;Основной;Пермский край;Пермский р-н;Кояново (Пермь, юг, 15 км.);10.0.56.12/30;29648;;10.56.33.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V;449;;Основной;Тюменская область;Тюмень;Тюмень (юг);10.0.113.36/30;29648;;10.113.39.;Z1.64/26;Z1.0/27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
